5.01667E-05	4.002
0.000100317	8.004
0.000150483	12.006
0.000200633	15.654
0.000250617	15.24
0.0003006	14.828
0.000350583	14.418
0.000400567	14.008
0.00045055	13.596
0.000500533	13.186
0.000468217	12.334
0.0003681	9.696
0.000268	7.059
0.0001679	4.422
0.0000678	1.786
-3.23833E-05	-2.584
-0.0001327	-10.588
-0.0002329	-15.386
-0.000332867	-14.564
-0.000432833	-13.742
-0.000500533	-13.186
-0.000468217	-12.334
-0.0003681	-9.696
-0.000268	-7.058
-0.0001679	-4.422
-6.77833E-05	-1.784
3.23167E-05	0.852
0.000132417	3.488
0.000232517	6.126
0.000332633	8.762
0.000432733	11.4
0.000500533	13.186
0.000468217	12.333
0.0003681	9.696
0.000268	7.058
0.0001679	4.422
6.77833E-05	1.784
-3.23167E-05	-0.852
-0.000132417	-3.49
-0.000232517	-6.126
-0.000332633	-8.762
-0.000432733	-11.4
-0.000500533	-13.186
-0.000468217	-12.333
-0.0003681	-9.696
-0.000268	-7.058
-0.0001679	-4.422
-6.77833E-05	-1.784
3.23167E-05	0.852
0.000132417	3.49
0.000232517	6.127
0.000332633	8.762
0.000432733	11.4
0.000500533	13.186
0.000400417	10.548
0.000300317	7.912
0.000200217	5.274
0.0001001	2.638
-2.53167E-11	0.00019213
-0.0001001	-2.639
-0.000200217	-5.276
-0.000300317	-7.914
-0.000400417	-10.55
-0.000500533	-13.188
-0.000350367	-9.232
-0.000200217	-5.276
-0.00005005	-1.32
4.07333E-05	1.074
0.000190883	5.03
0.000341033	8.986
0.0004912	12.942
0.000641167	12.032
0.000791117	10.8
0.00094115	11.8
0.0010005	12.546
0.0008004	10.036
0.0006003	7.527
0.0004002	5.018
0.0002001	2.508
-7.06333E-11	-0.0013769
-0.000200217	-5.278
-0.000400417	-10.552
-0.0006005	-12.368
-0.000800433	-10.724
-0.0010005	-12.546
-0.0008004	-10.038
-0.0006003	-7.528
-0.0004002	-5.019
-0.0002001	-2.509
7.57E-11	0.0006116
6.79167E-05	0.85
0.000268017	3.36
0.000468117	5.869
0.000668217	8.378
0.000868317	10.888
0.0010005	12.546
0.0008004	10.036
0.0006003	7.527
0.0004002	5.018
0.0002001	2.508
-5.81333E-11	-0.0008711
-6.78667E-05	-0.852
-0.000267967	-3.361
-0.000468067	-5.87
-0.000668167	-8.38
-0.000868267	-10.889
-0.0010005	-12.547
-0.0008004	-10.038
-0.0006003	-7.528
-0.0004002	-5.02
-0.0002001	-2.51
-1.90333E-11	-0.0004739
0.0000679	0.851
0.000268	3.36
0.0004681	5.869
0.0006682	8.378
0.0008683	10.888
0.0010005	12.546
0.0008004	10.037
0.0006003	7.527
0.0004002	5.019
0.0002001	2.509
-1.0475E-10	-0.0007565
-0.0002001	-2.512
-0.0004002	-5.021
-0.0006003	-7.531
-0.0008004	-10.04
-0.0010005	-12.549
-0.0006003	-7.531
-0.0002001	-2.512
0.0000368	0.461
0.000437	5.479
0.0008372	10.497
0.0012374	15.516
0.0016376	20.535
0.0020378	25.553
0.002438	30.572
0.0028382	35.59
0.0030015	37.639
0.0024012	30.112
0.0018009	22.584
0.0012006	15.057
0.0006003	7.528
-1.79167E-10	0
-0.0006003	-7.535
-0.0012006	-15.064
-0.0018009	-22.592
-0.0024012	-30.119
-0.0030015	-37.642
-0.0024012	-30.113
-0.0018009	-22.586
-0.0012006	-15.057
-0.0006003	-7.529
-2.79667E-10	-0.003
0.0006003	7.532
0.0012006	15.059
0.0018009	22.587
0.0024012	30.111
0.0030015	37.638
0.0024012	30.111
0.0018009	22.584
0.0012006	15.056
0.0006003	7.527
-1.4475E-10	0
-0.0006003	-7.535
-0.0012006	-15.063
-0.0018009	-22.592
-0.0024012	-30.119
-0.0030015	-37.641
-0.0024012	-30.113
-0.0018009	-22.585
-0.0012006	-15.057
-0.0006003	-7.529
-2.14833E-10	-0.003
0.0006003	7.531
0.0012006	15.059
0.0018009	22.583
0.0024012	30.11
0.0030015	37.638
0.0024012	30.11
0.0018009	22.583
0.0012006	15.055
0.0006003	7.526
-7.59333E-11	-0.0012197
-0.0006003	-7.534
-0.0012006	-15.062
-0.0018009	-22.591
-0.0024012	-30.119
-0.0030015	-37.646
-0.0022011	-27.609
-0.0014007	-17.572
-0.0006003	-7.534
3.67833E-05	0.467
0.000837183	10.503
0.001637583	20.54
0.002437983	30.572
0.0032384	40.609
0.0040388	50.645
0.0048392	60.682
0.0050025	62.73
0.004002	50.184
0.0030015	37.638
0.002001	25.09
0.0010005	12.545
-1.63633E-10	0
-0.0010005	-12.56
-0.002001	-25.107
-0.0030015	-37.645
-0.004002	-50.192
-0.0050025	-62.739
-0.004002	-50.192
-0.0030015	-37.646
-0.002001	-25.099
-0.0010005	-12.554
-3.645E-10	-0.007
0.0010005	12.554
0.002001	25.099
0.0030015	37.644
0.004002	50.185
0.0050025	62.73
0.004002	50.185
0.0030015	37.639
0.002001	25.091
0.0010005	12.546
-4.495E-10	-0.009
-6.78833E-05	-0.859
-0.001068383	-13.406
-0.002068883	-25.951
-0.003069383	-38.498
-0.004069883	-51.045
-0.0050025	-62.738
-0.004002	-50.192
-0.0030015	-37.645
-0.002001	-25.098
-0.0010005	-12.551
-2.89833E-10	-0.005
0.0010005	12.553
0.002001	25.098
0.0030015	37.637
0.004002	50.184
0.0050025	62.729
0.004002	50.184
0.0030015	37.637
0.002001	25.091
0.0010005	12.544
-1.07917E-10	-0.00094043
-0.0010005	-12.559
-0.002001	-25.106
-0.0030015	-37.645
-0.004002	-50.192
-0.0050025	-62.739
-0.003751883	-47.054
-0.00250125	-31.371
-0.001250633	-15.691
-2.33833E-10	-0.006
0.001250633	15.691
0.00250125	31.374
0.003751883	47.047
0.0050025	62.73
0.006253133	78.411
0.00750375	94.095
0.006003	75.278
0.00450225	56.459
0.0030015	37.637
0.00150075	18.82
-5.10667E-10	-0.011
-0.0000679	-0.859
-0.00156865	-19.679
-0.0030694	-38.5
-0.00457015	-57.317
-0.006070917	-76.137
-0.00750375	-94.106
-0.006003	-75.286
-0.00450225	-56.465
-0.0030015	-37.648
-0.00150075	-18.828
-3.73333E-10	-0.007
0.00150075	18.832
0.0030015	37.65
0.00450225	56.459
0.006003	75.278
0.00750375	94.095
0.006003	75.278
0.00450225	56.459
0.0030015	37.638
0.00150075	18.82
-5.18833E-10	-0.011
-0.0000679	-0.859
-0.00156865	-19.679
-0.0030694	-38.5
-0.00457015	-57.317
-0.0060709	-76.137
-0.00750375	-94.106
-0.006003	-75.286
-0.00450225	-56.465
-0.0030015	-37.648
-0.00150075	-18.828
-3.82167E-10	-0.007
0.00150075	18.832
0.0030015	37.65
0.00450225	56.46
0.006003	75.278
0.00750375	94.098
0.006003	75.279
0.00450225	56.462
0.0030015	37.64
0.00150075	18.822
-8.51167E-10	-0.012
-0.0000679	-0.861
-0.00156865	-19.681
-0.0030694	-38.502
-0.00457015	-57.319
